5858,Via Marforio,4851
5859,Via Naro,4839
5860,Vicolo Storto,4808
5861,Vicolo San Sebastiano,4783
5862,Viale Tagliamento,4877
5863,Via Enrico Berlinguer,4795
5864,Traversa Aleardi,4767
5865,Via Monte San Vicino,4881
5866,Via Monte Gentile,4769
5867,Via Aldobrandini,4767
5868,Via Racconigi,4877
5869,Contrada Colle Cisterna,4863
5870,Via San Paolo della Croce,4878
5871,Via Lanfranco di Pavia,4851
5872,Via Urbano VIII,4792
5873,Via Flaminio Mattei,4792
5874,Via Numitore,4851
5875,Via Gelsomini,4794
5876,Via delle Betulle,4765
5877,Via Flavio,4765
5878,Via della Resistenza,4879
5879,Via Pisone,4837
5880,Via dell'Orsetto,4877
5881,Via Zara,4832
5882,Via Carlo Alberto Dalla Chiesa,4839
5883,Piazza Vittorio Buttaroni,4803
5884,Via del Monte d'Onorio,4851
5885,Via Australia,4851
5886,Via Napoli,4878
5887,Via dei Bersaglieri,4784
5888,Via Oder,4880
5889,Via Pompeo,4803
5890,Via Bracciano,4851
5891,Via Senofane,4851
5892,Via Francesco Petrarca,4864
5893,Via Aci Reale,4832
5894,Via del Pisciarello,4819
5895,Via Amantea,4851
5896,Via Ugo Foscolo,4775
5897,Via dei Ciclamini,4807
5898,Via Selargius,4880
5899,Via dei Salici,4848
5900,Via dell'Orzo,4877
5901,Via delle Carpe,4880
5902,Via Santa Sinferusa,4864
5903,Via delle Limose,4877
5904,Via Giambattista Niccolini,4807
5905,Via Sant'Eugenio,4782
5906,Via Gattaceca,4819
5907,Via Porto Cervo,4880
5908,Colle Mezzopane,4870
5909,Via Posta Vecchia,4817
5910,Via del Pastore Faustolo,4851
5911,Via Santa Lucia,4773
5912,Via Salvatore Gattoni,4880
5913,Via Valli Teverine,4825
5914,Via Villalba,4819
5915,Via Canino,4857
5916,Corso Giuseppe Garibaldi,4874
5917,Via Giacomo Leopardi,4857
5918,Via Mari,4839
5919,Via Damiano Chiesa,4834
5920,Via San Sebastiano,4761
5921,Vicolo Sarca,4839
5922,Via del Macello,4865
5923,Via Palombarese,4819
5924,Via del Tonno,4880
5925,Viale Timocle,4851
5926,Via Circe,4877
5927,Via Pier Fortunato Calvi,4807
5928,Via Serramanna,4880
5929,Via Affile,4851
5930,Strada Vicinale del Tuscolo,4848
5931,Via di Mola Cavona,4878
5932,Via del Fosso Piordo,4851
5933,Via dell'Ecologia,4839
5934,Via Gatta Cieca,4837
5935,Via Palombarese,4835
5936,Via Leone Dodicesimo,4764
5937,Via delle Magnolie,4807
5938,Via Giotto,4864
5939,Via Don Minzoni,4879
5940,Via Grazia Deledda,4792
5941,Via Dante Alighieri,4856
5942,Vicolo dei Mille,4819
5943,Via Egeria,4769
5944,Via della Pace,4875
5945,Via Vasto,4877
5946,Largo Aniene,4839
5947,Via Codigoro,4877
5948,Via Piave,4778
5949,Via Spartaco,4807
5950,Piazza Chiesa Nuova,4811
5951,Via Gaetano Donizetti,4767
5952,Via Passo Resia,4832
5953,Via Lenola,4832
5954,Vicolo del Pistello,4874
5955,Piazza della Repubblica,4819
5956,Via Natale Palli,4851
5957,Vicolo della Malvasia,4769
5958,Via del Porto,4829
5959,Via Generale Luigi Cadorna,4816
5960,Via Salvatore Capogrossi,4803
5961,Via della Stamperia,4871
5962,Via Torquato Tasso,4767
5963,Via Cesare Baronio,4799
5964,Via Flavio Chigi,4880
5965,Via Antonio Rivautella,4851
5966,Via Italia,4846
5967,Via Madonna delle Grazie,4818
5968,Via Mario Stoppani,4807
5969,Via Voghera,4877
5970,Via Gregorio XVI,4825
5971,Via Cavallotti,4846
5972,Via Barbato,4862
5973,Via Parco degli Eroi,4817
5974,Via del Torricello,4804
5975,Vicolo della Tamburella,4835
5976,Via Pio IX,4864
5977,Via Monte Calcara,4784
5978,Via Oceano Pacifico,4839
5979,Via Suor Maria Teresa Spinelli,4876
5980,Via Salvo D'Acquisto,4863
5981,Contrada Cavone,4771
5982,Via Nino Bixio,4807
5983,Via Lago di Lesina,4864
5984,Via Lago di Varano,4864
5985,Viale Conti di Tuscolo,4799
5986,Via Colle di Mezzarone,4834
5987,Via Vecchia Ferrovia,4766
5988,Via Altiero Spinelli,4792
5989,Via delle Mammole,4767
5990,Via dei Fienili,4865
5991,Via Costa delle Piagge,4801
5992,Via Erta di Giano,4833
5993,Via Giacomo Cavalli,4880
5994,Largo Giampaolo Borghi,4851
5995,Via Parri,4875
5996,Via Arqua' Petrarca,4851
5997,Via del Balcone,4870
5998,Via Luigi Cherubini,4878
5999,Via Parghelia,4851
6000,Via Tito Minniti,4807
6001,Via Nerone,4767
6002,Via delle Orchidee,4807
6003,Via dei Tulipani,4877
6004,Via Trentino,4832
6005,Vicolo Luzzi,4786
6006,Via Subiaco,4807
6007,Viale Mediterraneo,4876
6008,Via Innocenzo XII,4769
6009,Via Giacomo Matteotti,4806
6010,Via Marano Equo,4807
6011,Viale Bruno Rizzieri,4851
6012,Via Monte Grappa,4832
6013,Localita' Colle Fiorito,4867
6014,Via Mediana,4848
6015,Via Furio Camillo,4877
6016,Via Olzai,4880
6017,Via Edoardo Amaldi,4851
6018,Via Valle della Storta,4851
6019,Via del Quartiere,4832
6020,Via Ospedalaccio,4773
6021,Via Chatillon,4803
6022,Via Orlando Bernardi,4803
6023,Via Spoleto,4876
6024,Via Luigi Galvani,4875
6025,Via dei Gerani,4877
6026,Via Tommaso Edison,4825
6027,Via del Cocchio,4842
6028,Via dei Pescatori,4851
6029,Via Avezzano,4807
6030,Via Alfredo Anghileri,4880
6031,Via degli Asinelli,4867
6032,Via Isola di Giannutri,4810
6033,Via Erillo di Cartagine,4851
6034,Via Ospedale,4768
6035,Via Cardinale Oreste Giorgi,4870
6036,Via degli Abeti,4881
6037,Via Gavi,4851
6038,Via della Fontana Secca,4851
6039,Via Adua,4792
6040,Viale Lazio,4877
6041,Via Colle Palazzola,4874
6042,Via Alghero,4839
6043,Via Primo Tappi,4806
6044,Via Rieti,4834
6045,Vico Giorgi,4871
6046,Via Mauro Macera,4864
6047,Largo Trieste,4863
6048,Via Giulio Valente,4863
6049,Via Enrico Fermi,4851
6050,Piazza Regina Margherita,4834
6051,Via Marmorelle,4795
6052,Via dell'Accademia Platonica,4851
6053,Piazza San Giacomo,4793
6054,Via Giovanni Taurisano,4880
6055,Via del Mandorlo,4767
6056,Vicolo dei Pescatori,4765
6057,Via Domenico Purificato,4851
6058,Via Brigida Postorino,4799
6059,Via Isola del Giglio,4878
6060,Via Provinciale Poli,4800
6061,Via della Castagnetta,4877
6062,Via 28 Agosto,4875
6063,Via Alessandro Sforza,4873
6064,Via Berbera,4792
6065,Via Lizzera,4865
6066,Via Giovanni XXIII,4876
6067,Via Tolfa,4851
6068,Via Oglio,4807
6069,Via Alessandro Manzoni,4789
6070,Localita' Cogliavicolo,4826
6071,Via 15 Novembre,4791
6072,Via Strigno,4851
6073,Via Domenico Pedacchiola,4773
6074,Via Ernesto Cabruna,4880
6075,Via delle Allodole,4807
6076,Via Guglielmo Marconi,4777
6077,Via degli Oleandri,4767
6078,Vicolo della Rocca,4869
6079,Via di Fonte Nuova,4881
6080,Via della Strada Vecchia,4841
6081,Via Allumiere,4832
6082,Via Roma,4869
6083,Via Gian Lorenzo Bernini,4819
6084,Via Vienna,4876
6085,Via di Torricola,4851
6086,Via Muzio Scevola,4839
6087,Via Orvinio,4832
6088,Via Monte Patulo,4858
6089,Via Vetulonia,4857
6090,Via delle Mimose,4864
6091,Via Puccini,4855
6092,Via Martirano,4851
6093,Via Fratelli Colagrossi,4795
6094,Via Roma,4791
6095,Via della Grotta,4873
6096,Contrada Vallicelle,4801
6097,Via Angelo De Sena,4880
6098,Via Ugo La Malfa,4803
6099,Vicolo Fontana,4834
6100,Via Agostino Paris,4817
6101,Via Seminara,4851
6102,Via Pedica delle Ginestre,4807
6103,Via dello Zodiaco,4876
6104,Via del Pascolo,4784
6105,Via delle Betulle,4814
6106,Via San Paolo Apostolo,4799
6107,Seconda Strada Via di Pratalata,4796
6108,Via dei Garofani,4807
6109,Via Venere,4876
6110,Via Cairoli,4867
6111,Via Maestra,4800
6112,Via Luigi Tosti,4851
6113,Vicolo delle Coste,4809
6114,Via Calabria,4763
6115,Via Debeli,4880
6116,Localita' Valle Pantana,4835
6117,Via Vittorio Veneto,4826
6118,Via Monte Cornone,4880
6119,Via Adria,4789
6120,Via Giovanni Gemelli Careri,4851
6121,Via Castellana,4823
6122,Piazza Vittorio Emanuele II,4781
6123,Via Torrita,4862
6124,Via Marco Gambarucci,4851
6125,Via della Piazzetta,4811
6126,Via Undici Martiri,4834
6127,Viale America,4851
6128,Via Passo del Turchino,4832
6129,Via Metauro,4825
6130,Via delle Acacie,4877
6131,Via Eugenio Fava,4817
6132,Via delle Camelie,4876
6133,Via Giovanni Amendola,4828
6134,Via Callimaco,4851
6135,Via Seneca,4767
6136,Via Camugnano,4851
6137,Via Cancelliera,4769
6138,Via Due Santi Pascolaro,4817
6139,Via Gabriele D'Annunzio,4816
6140,Via della Vittoria,4857
6141,Piano di Livata,4863
6142,Via del Parco,4877
6143,Via Adige,4832
6144,Via Maiella,4832
6145,Via Sorrento,4803
6146,Via Concordia,4786
6147,Piazzale di Val Fiorita,4851
6148,Via Santa Liberata,4858
6149,Via della Bilancia,4839
6150,Via Augusta,4857
6151,Via Santa Croce,4819
6152,Via dei Lecci,4870
6153,Via delle Lampare,4880
6154,Viale Europa,4859
6155,Via Giovanni Falcone,4803
6156,Via T. Valeri,4763
6157,Viale Rosa dei Venti,4767
6158,Via Gioacchino Di Barba,4792
6159,Via Antonio Vivaldi,4767
6160,Via Col di Tenda,4807
6161,Via Dante Alighieri,4824
6162,Via del Seminario,4806
6163,Via Mario Fontana,4764
6164,Via dei Pini,4853
6165,Via Andromeda,4835
6166,Via Adua,4791
6167,Viale dei Coccei,4799
6168,Via Alcide De Gasperi,4763
6169,Via Giulio Bonasoni,4851
6170,Via Tronto,4877
6171,Via Colle Mitriano,4807
6172,Contrada Cerquetta,4772
6173,Via Brenta,4825
6174,Via Mosca,4876
6175,Via Vigna Santucci,4819
6176,Via Francesco Petrarca,4839
6177,Via Cirella,4851
6178,Via Lago Maggiore,4839
6179,Via Vittorio Emanuele,4771
6180,Via Castelluzzo,4761
6181,Via Principe di Piemonte,4861
6182,Via Belice,4807
6183,Via della Crescenza,4851
6184,Via Giuseppe Cenni,4880
6185,Viale Bruno Buozzi,4825
6186,Piazza Magnante,4765
6187,Via dei Corridori,4840
6188,Via Rodolfo Morandi,4799
6189,Via Pietro Vicentini,4827
6190,Via Roma,4833
6191,Contrada Scrime,4833
6192,Piazza Piave,4784
6193,Via Colledoro,4794
6194,Via dei Barracuda,4876
6195,Via delle Piagge,4811
6196,Via Monviso,4825
6197,Via Trento,4852
6198,Via dei Cinque Archi,4871
6199,Piazza del Genio,4874
6200,Via Alessandro Guidoni,4807
6201,Via Emilio Girardini,4880
6202,Via Caravaggio,4817
6203,Via dell'Alborella,4880
6204,Contrada Colle di Zioni,4871
6205,Localita' Valle La Posta,4828
6206,Via Trieste,4806
6207,Via Biferno,4825
6208,Via Borghese,4792
6209,Via Orione,4876
6210,Via Grottaferrata,4877
6211,Via Cesare Battisti,4799
6212,Via Ceva,4825
6213,Via Caio Scatinio,4769
6214,Via del Ponte degli Incastri,4851
6215,Via Tempio del Cielo,4851
6216,Via del Pesce Remora,4880
6217,Via Giuseppe Manno,4851
6218,Via Belmonte Calabro,4880
6219,Via Lunamatrona,4880
6220,Via Fratelli Bandiera,4792
6221,Localita' Campo Lungo,4829
6222,Via Cales,4789
6223,Via Monte Grappa,4807
6224,Via Olmi,4857
6225,Via della Scalinata,4836
6226,Via Pietro Nenni,4839
6227,Via Cavalieri di Vittorio Veneto,4765
6228,Via 20 Settembre,4771
6229,Via Aniene,4832
6230,Via Caduti del 22 Gennaio,4871
6231,Via Cisternense,4810
6232,Via Domenico Modugno,4851
6233,Via Giotto,4782
6234,Piazza del Fico,4817
6235,Via Porticato,4846
6236,Via Arnaldo Ulivelli,4807
6237,Via Colombella,4834
6238,Via del Poligono,4767
6239,Via Volterra,4839
6240,Via Carducci,4842
6241,Via Amedeo Piersanti,4872
6242,Via Ajani,4799
6243,Via Vittorio Moccagatta,4880
6244,Via delle Gondole,4851
6245,Via della Piagge,4834
6246,Via Cervino,4832
6247,Via Umberto I,4765
6248,Via dei Fratelli Rosselli,4881
6249,Via Montesanto,4832
6250,Via Danimarca,4807
6251,Via Altair,4784
6252,Via Indipendenza,4769
6253,Via degli Anguillara,4857
6254,Via Greggio,4832
6255,Via Mediana Bonifica,4810
6256,Viale Omero,4877
6257,Via Arsenio Crespellani,4851
6258,Via della Barocella,4800
6259,Viale Martiri del Congo,4826
6260,Via Valle Mazzocchio,4820
6261,Via Gavio Massimo,4851
6262,Via Canova,4876
6263,Via Risorgimento,4799
6264,Via Porta Sant'Anna,4790
6265,Via Beato Angelico,4874
6266,Piazza Palatina,4864
6267,Via Gaspara Stampa,4767
6268,Piazza della Liberta',4791
6269,Via Adria,4877
6270,Via Ostia Antica,4876
6271,Via Tripoli,4839
6272,Via Formalemura,4834
6273,Via Francesco De Santis,4881
6274,Via di Vigna Grande,4784
6275,Via del Laghetto,4782
6276,Via Villa Verdi,4767
6277,Via Mazzini,4868
6278,Via Maggiore,4856
6279,Via Selvanova I,4871
6280,Via Matilde Serao,4767
6281,Via Monte San Biagio,4832
6282,Piazza della Rocca,4851
6283,Via Marianna Dionigi,4810
6284,Via dei Casali,4806
6285,Via degli Orti,4770
6286,Via Santa Teresa di Gallura,4880
6287,Piazza Antonio Moscatelli,4819
6288,Via della Selva di Sotto,4833
6289,Piazza Armando Diaz,4865
6290,Circonvallazione Kennedy,4838
6291,Viale Aldo Moro,4782
6292,Via Napoli,4767
6293,Via Reno,4807
6294,Via Irlanda,4807
6295,Via Vinci,4839
6296,Via Casale Lungo,4834
6297,Via Mazzini,4853
6298,Viale Libano,4851
6299,Via Sant'Antonio,4856
6300,Via Natale Palli,4807
6301,Via degli Oleandri,4782
6302,Via Montescudo,4851
6303,Via Grecia,4807
6304,Via Aldo Moro,4764
6305,Via Giotto,4857
6306,Via Oriolo Romano,4832
6307,Via Castelsilano,4851
6308,Via dei Narcisi,4792
6309,Via Fratel Damiano Pinna,4851
6310,Viale Georgia,4876
6311,Via Clusone,4851
6312,Via Umberto Pavoni,4806
6313,Via Colle Caldara,4871
6314,Viale delle Laminarie,4789
6315,Via del Casale De Merode,4851
6316,Via Gioberti,4825
6317,Via Giovanni Pascoli,4792
6318,Via Borgo Vecchio,4812
6319,Contrada Acqua Lucia,4871
6320,Via Redipuglia,4857
6321,Via dei Lauri,4871
6322,Piazza Vittorio Veneto,4835
6323,Via delle Perle,4767
6324,Via dei Gerani,4807
6325,Piazza Monte Grappa,4799
6326,Via Oreste Castellani,4877
6327,Via del Monte delle Capre,4851
6328,Via delle Gardenie,4876
6329,Via Cala Lunga,4880
6330,Via Colle Paradiso,4767
6331,Via Venezia,4818
6332,Via Aldo Moro,4767
6333,Via Belgio,4763
6334,Via San Giovanni,4761
6335,Via Palombara Sabina,4881
6336,Via Bonaventura Lesen,4775
6337,Via Ugo Foscolo,4878
6338,Via dei Mille,4803
6339,Via Lago di Como,4832
6340,Via Boccardelli,4862
6341,Via Bolsena,4877
6342,Via Giovanni Papini,4782
6343,Via Liguria,4807
6344,Via Lago di Garda,4864
6345,Via Torino,4877
6346,Vicolo Giustini,4783
6347,Via delle Vignacce,4775
6348,Strada Privata Sedicesima,4835
6349,Via Santa Caterina,4766
6350,Via Gioacchino Gesmundo,4807
6351,Via Valerio Giacomini,4851
6352,Via Madonna di Costantinopoli,4828
6353,Via Ovindoli,4832
6354,Via Serdiana,4880
6355,Viale Grazia Fiorita,4767
6356,Via Ignazio Silone,4864
6357,Via Curiel,4825
6358,Via Venezia,4876
6359,Via Santa Maria,4842
6360,Via Varsavia,4851
6361,Via delle Tamerici,4767
6362,Via Colle Comare,4802
6363,Via Romana,4797
6364,Via Castanea Cupa,4851
6365,Via Col Moschin,4880
6366,Via La Rosa,4780
6367,Via Onano,4832
6368,Via Serroni,4768
6369,Piazza San Pietro,4785
6370,Via San Rocco,4869
6371,Via Piana,4778
6372,Vicolo della Scalinata,4864
6373,Via Melisenda,4880
6374,Via Piastrarella,4810
6375,Strada delle Pastine,4775
6376,Vicolo degli Orti,4813
6377,Via Costanza Garibaldi,4843
6378,Via Palazzo Pontificio,4782
6379,Via Galileo Galilei,4767
6380,Via Liguria,4763
6381,Via Bruxelles,4878
6382,Via Andrea Nicoletti,4871
6383,Via delle Scuole,4872
6384,Via Pietro Metastasio,4794
6385,Via del Pollaro,4847
6386,Via Rivamonte,4851
6387,Via Arcangelo Nicolao,4792
6388,Via Benedetto Orto,4811
6389,Via Val Gardena,4819
6390,Via 16 Settembre,4792
6391,Via Anna Barberini,4779
6392,Via della Betulla,4864
6393,Via della Pineta,4767
6394,Via Girolamo Tamburri,4773
6395,Via Verdi,4842
6396,Via del Tiglio,4817
6397,Via Pericle Pozzilli,4864
6398,Via del Genio,4811
6399,Via Miramonti,4806
6400,Via della Braccheria,4769
6401,Via Colle Giove,4832
6402,Via Lucrezia Romana,4878
6403,Via Umbria,4819
6404,Via Dante Alighieri,4860
6405,Via Pier Vittorio Aldini,4851
6406,Via Cinque Monti,4764
6407,Via Alessandro La Marmora,4857
6408,Via Berlinguer,4839
6409,Via Fratelli Cervi,4870
6410,Via Archelao di Mileto,4851
6411,Via della Concia,4865
6412,Via Pantelleria,4825
6413,Via del Bosco degli Arvali,4851
6414,Via Antonino Salinas,4851
6415,Via Padre Benedetto Spila,4851
6416,Via di Colle Fiaschetta,4879
6417,Via Tomassi,4862
6418,Strada Stazzano Vecchio,4835
6419,Via Monte Albino,4851
6420,Via Monte Bianco,4825
6421,Via Roma,4846
6422,Via del Mattatoio,4778
6423,Via Luigi Einaudi,4803
6424,Via della Stella,4834
6425,Via Alcide De Gasperi,4796
6426,Via Indipendenza,4828
6427,Via Pistoia,4877
6428,Via del Campo,4777
6429,Via Cremona,4862
6430,Via Stefano Infessura,4851
6431,Via Fosso Santo Ianni,4850
6432,Via Galeata,4851
6433,Via Alessandro Secchi,4799
6434,Via Andromeda,4807
6435,Vicolo Forno Nuovo,4808
6436,Via Venezia,4767
6437,Piazza Giustino Colelli,4865
6438,Via Pietro Taruffi,4763
6439,Via 4 Novembre,4829
6440,Largo Enrico Fermi,4878
6441,Via San Matteo,4813
6442,Via Erminio Marcias,4880
6443,Via Antonio Taramelli,4851
6444,Via del Koala,4877
6445,Via Sandro Botticelli,4767
6446,Via Corato,4832
6447,Via De Rossi,4846
6448,Viale Puccinelli,4761
6449,Via Torino,4807
6450,Via Pizzarello,4832
6451,Via della Chiesa,4823
6452,Piazza Roma,4799
6453,Via Rocca di Papa,4763
6454,Vicolozzo di Spinetta,4799
6455,Piazza Fonte degli Acilii,4851
6456,Via Olevano Romano,4807
6457,Via Roselle,4857
6458,Via Cairoli,4833
6459,Via Caetana,4851
6460,Via Pallade,4767
6461,Via di Ponte Matidia,4880
6462,Via Marsala,4819
6463,Via Prato Maremmano,4789
6464,Via Oceano Indiano,4839
6465,Via Giovanni Falcone,4857
6466,Via San Martino,4763
6467,Via Rosata,4807
6468,Via delle Ortensie,4832
6469,Via Alessandro Olivieri,4864
6470,Via delle Mole,4826
6471,Via Siracusa,4832
6472,Via Goffredo Mameli,4799
6473,Via Adua,4848
6474,Via Alessandro Poerio,4807
6475,Via Mario Pelagalli,4789
6476,Via Tiziano Vecellio,4819
6477,Via Sarule,4880
6478,Vicolo Negrino,4874
6479,Via San Rocco,4795
6480,Via delle Pilozze,4835
6481,Via di Fonte Lettiga,4819
6482,Via degli Scaloni,4863
6483,Via Flumendosa,4877
6484,Via del Comune,4762
6485,Via Romagna,4864
6486,Via Giovanni Magro,4880
6487,Corso Vecchio,4803
6488,Via Caio Cornelio Nepote,4807
6489,Via Bedonia,4851
6490,Via Dora Baltea,4839
6491,Via Renato Morelli,4789
6492,Contrada Valle Chiappante,4863
6493,Via Fabio Rugiadi,4880
6494,Contrada Selvatico,4771
6495,Via Milano,4807
6496,Localita' La Macchia,4799
6497,Via dello Statuto,4840
6498,Via Giacomo Medici,4807
6499,Strada Provinciale Maremmana Inferiore,4864
6500,Via N. Calipari,4834
6501,Via Giovanni Pascoli,4878
6502,Via dei Savelli,4842
6503,Via Roma,4824
6504,Via Po,4819
6505,Via Calabria,4803
6506,Via Verdun,4857
6507,Via Mossa dei Barberi,4828
6508,Via della Fornacetta,4857
6509,Via Sanpastore,4877
6510,Vicolo Pietre Bianche,4769
6511,Via San Pietro,4835
6512,Via del Fosso Centroni,4851
6513,Via Giuseppe Aprea,4851
6514,Via delle Gaggie,4877
6515,Via dei Cavolelli,4775
6516,Via Taormina,4876
6517,Via Giuseppe Garibaldi,4877
6518,Via Giuseppe Cederle,4851
6519,Via Drizzona,4851
6520,Via Valerio Anziale,4824
6521,Via Fabio Filzi,4857
6522,Largo Trieste,4807
6523,Via dei Glicini,4871
6524,Via Caorle,4880
6525,Via Galilei,4842
6526,Via del Pascolaro,4817
6527,Via Atto Vannucci,4851
6528,Via A. Pollastrini,4773
6529,Via Arnaldo Spunticchia,4835
6530,Contrada Campo d'Arco,4863
6531,Via Fontanaccio,4769
6532,Via 4 Novembre,4806
6533,Via degli Orti,4860
6534,Via Alessandro Blasetti,4851
6535,Piazza del Riserraglio,4864
6536,Via Stefano Mocci,4785
6537,Largo Domiziano,4876
6538,Via Vascarelle,4763
6539,Via Pratolungo,4871
6540,Via Montecagnolo,4803
6541,Vicolo dei Piani,4769
6542,Via Isole del Capo Verde,4851
6543,Seconda Strada Valle Ioro,4784
6544,Via Franco Guidobaldi,4803
6545,Viale Cassiano,4864
6546,Via Don Minzoni,4763
6547,Via Pio La Torre,4810
6548,Via Colle Fiorentino,4875
6549,Via Torralba,4839
6550,Via della Sorgente,4877
6551,Via Camporgiano,4851
6552,Via del Barbiere,4865
6553,Via Vittorio Cuniberti,4851
6554,Via Luigi Bleriot,4878
6555,Via Vittorio Alfieri,4878
6556,Contrada Maddalena,4788
6557,Via Ravenna,4807
6558,Via della Stazione Vecchia,4851
6559,Via Angelo Paolucci,4880
6560,Via del Leone,4877
6561,Via Darfo,4851
6562,Viale delle Ginestre,4767
6563,Vicolo del Mattatoio,4783
6564,Vicolo Quarto Borgo Pio,4855
6565,Via Aldo Moro,4817
6566,Via Fonte della Dolce,4814
6567,Via di Villa Belardi,4851
6568,Via Citta' Ducale,4832
6569,Via dei Visoni,4877
6570,Via dell'Olmata,4808
6571,Vicolo Forni di Sant'Antonio,4817
6572,Via Santa Lucia Filippini,4799
6573,Via Gaetano Donizetti,4864
6574,Via Antonio Vivaldi,4872
6575,Via della Pantanella,4800
6576,Via dei Monti,4775
6577,Via Pallante,4767
6578,Via dell'Edera,4807
6579,Via Albenga,4832
6580,Via di Marcigliana,4809
6581,Via Cesare Battisti,4876
6582,Via Giacomo Leopardi,4789
6583,Via della Luna,4774
6584,Via Gherardo Vaiarini,4880
6585,Via dei Castani,4803
6586,Via Martiri delle Fosse Ardeatine,4871
6587,Via Appia Vecchia,4803
6588,Via della Fornace,4767
6589,Vicolo Sant'Antonio,4864
6590,Via Caprioli,4832
6591,Piazza San Nicola,4802
6592,Via di Vigna Murata,4851
6593,Via Eugenio Curiel,4817
6594,Via della Mortella,4871
6595,Via Albegrano,4832
6596,Via Trento,4839
6597,Via Umberto Giordano,4878
6598,Via Mannu,4877
6599,Via Antonio Meucci,4767
6600,Colle Piscarello,4870
6601,Via Lucania,4864
6602,Contrada Colle delle Torce,4801
6603,Viale Bruxelles,4799
6604,Via Guglielmo Marconi,4855
6605,Via Stefano Campania,4807
6606,Via Benedetto Croce,4819
6607,Via Pisciarelli,4773
6608,Via della Madonnella,4828
6609,Viale dell'Oceano Indiano,4851
6610,Via della Valle,4806
6611,Via Giulio Pastore,4817
6612,Via Lavagna,4832
6613,Via Umberto I,4838
6614,Via Colle di Fuori,4879
6615,Via della Salitella,4807
6616,Via del Selciatore,4820
6617,Via Porta Sant'Edistio,4859
6618,Via Mercurio,4767
6619,Via Treviso,4839
6620,Via Manlio Quarantelli,4871
6621,Vicolo Arcione,4832
6622,Via Capena,4778
6623,Via Violante Farnese,4838
6624,Via di Cori,4875
6625,Via Bolivia,4839
6626,Via Firenze,4872
6627,Via Tivoli,4881
6628,Via Dante Alighieri,4863
6629,Via 20 Settembre,4799
6630,Via Filippo Leoni,4859
6631,Largo Rubicone,4839
6632,Via Mar Caspio,4839
6633,Via Ripa Bassa,4865
6634,Via Mare della Fecondita',4877
6635,Via Tagliamento,4839
6636,Via Colle Calvo,4807
6637,Via della Salara,4859
6638,Via Appennini,4881
6639,Via Croce Rossa,4767
6640,Via Roviano,4832
6641,Via Gorizia,4857
6642,Via Adorno Bruschi,4789
6643,Via Vittoria,4824
6644,Via Costantino,4851
6645,Via Luigi Lasagna,4851
6646,Via Mario De Bernardis,4878
6647,Via Indipendenza,4808
6648,Vicolo Brembi,4874
6649,Via dell'Industria,4807
6650,Vicolo del Moro,4775
6651,Piazza Roma,4830
6652,Via Monte Fumaiolo,4765
6653,Via di Monte Zucchero,4775
6654,Via Caravaggio,4857
6655,Via dell'Aragosta,4876
6656,Via Virgilio,4875
6657,Via delle Mole,4763
6658,Via Walter Beker,4768
6659,Via Casilina,4794
6660,Via 2 Giugno,4881
6661,Via Vigne Nuove,4803
6662,Via Antonio Salvotti,4807
6663,Via del Pino,4863
6664,Via Lucio Trebellio,4851
6665,Via Monte Grugnanello,4828
6666,Via Parma,4877
6667,Via Cilea,4767
6668,Via di Cotognola,4773
6669,Via Loredano Bizzali,4878
6670,Viale della Torricella,4860
6671,Via della Riserva Grande,4851
6672,Via Panacchi,4767
6673,Via Sant'Agostino,4780
6674,Piazza San Nicola,4845
6675,Vicolo della Quercia,4783
6676,Via Terra di Lite,4765
6677,Via dell'Avena,4877
6678,Via Irpinia,4881
6679,Via Velino,4810
6680,Via Priaterra,4766
6681,Via Trieste,4832
6682,Via Mar Nero,4839
6683,Via Civitalavinia,4851
6684,Via Roma,4808
6685,Via Casale dei Monaci,4871
6686,Via Napoli,4870
6687,Via Cairoli,4799
6688,Via Monte Calvario,4765
6689,Largo Piazzetta,4813
6690,Via Nicolo' Paganini,4789
6691,Via del Montano,4765
6692,Via Persiano,4834
6693,Via dei Mancini,4881
6694,Via Alberto Araldi,4851
6695,Via Melito di Porto Salvo,4851
6696,Contrada San Valentino,4801
6697,Via del Tiro a Segno,4792
6698,Via Ortomonte,4827
6699,Via Arno,4767
6700,Via Trento,4841
6701,Via Rocco Girasole,4878
6702,Via dell'Aquila,4807
6703,Strada Roccabruna,4864
6704,Via della Vite,4841
6705,Via San Domenico,4825
6706,Via 4 Novembre,4846
6707,Vicolo dei Balzi,4863
6708,Colle Verdone,4870
6709,Via Antonio Calderara,4851
6710,Via Lido Orri',4880
6711,Via Vincenzo Lamaro,4851
6712,Via San Giuseppe,4773
6713,Via Nicolo' Paganini,4807
6714,Via Raffaello Sanzio,4807
6715,Via dei Cementieri,4807
6716,Via Roma,4844
6717,Via Giuseppe Garibaldi,4865
6718,Via Torretta,4763
6719,Via Crisostomo Salistri,4851
6720,Via del Lampioncino,4769
6721,Via Don Minzoni,4770
6722,Via Carlo Armellini,4825
6723,Piazza Cavour,4784
6724,Via Tritone,4767
6725,Via Alessandro Luzio,4851
6726,Via Gaetano Lodi,4819
6727,Via Mendicino,4851
6728,Via Eugenio Casagrande di Villaviera,4880
6729,Via Lago Trasimeno,4832
6730,Vicolo del Giglio,4864
6731,Via Numanzia,4851
6732,Via Dante Alighieri,4825
6733,Via Prato del Vecchio,4771
